Hari ke-,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9,PM2.5_10,PM2.5_11,PM2.5_12,PM10_1,PM10_2,PM10_3,PM10_4,PM10_5,PM10_6,PM10_7,PM10_8,PM10_9,PM10_10,PM10_11,PM10_12,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8,CO_9,CO_10,CO_11,CO_12,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO2_8,NO2_9,NO2_10,NO2_11,NO2_12,SO2_1,SO2_2,SO2_3,SO2_4,SO2_5,SO2_6,SO2_7,SO2_8,SO2_9,SO2_10,SO2_11,SO2_12,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,O3_7,O3_8,O3_9,O3_10,O3_11,O3_12,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6,Pb_7,Pb_8,Pb_9,Pb_10,Pb_11,Pb_12
115,81.59,59.03,78.01,72.36,59.62,61.89,22.05,82.26,58.50,46.82,16.85,66.12,201.94,150.96,194.61,186.68,159.33,167.18,67.28,206.18,154.14,127.94,52.65,166.88,"9,836.73","8,070.34","9,578.27","9,297.05","8,419.79","8,427.60","4,665.28","9,939.20","8,151.13","7,138.75","4,229.59","8,751.65",453.99,234.86,410.74,352.34,242.97,272.66,102.00,473.33,210.50,173.53,84.94,310.83,240.14,180.84,233.91,217.77,194.92,196.50,73.92,241.59,183.47,154.87,55.12,199.92,281.34,241.14,270.52,267.59,246.67,248.46,138.64,283.17,237.96,210.99,125.21,251.06,130.92,102.97,126.94,122.31,104.85,105.81,55.54,134.21,104.37,88.19,47.71,112.39,1.26,1.03,1.24,1.18,1.04,1.08,0.59,1.30,1.04,0.90,0.53,1.12
116,88.24,48.46,63.77,84.67,94.29,72.15,34.30,81.74,71.20,57.96,18.99,46.45,223.96,133.26,170.94,210.42,233.45,184.94,94.72,203.65,183.61,155.66,58.45,126.71,"10,469.25","7,364.52","8,647.29","10,199.69","10,737.46","9,209.81","5,798.93","9,927.20","9,302.64","8,098.57","4,347.20","7,103.58",525.26,179.04,294.93,485.27,581.37,349.44,136.91,441.29,371.45,226.72,92.34,174.71,254.77,156.04,198.29,246.38,268.82,220.36,111.65,236.56,216.53,183.45,64.81,151.23,294.85,215.93,249.28,289.94,300.45,264.66,175.19,279.51,266.79,241.27,130.61,211.84,140.37,89.63,112.08,135.44,146.95,120.26,69.70,132.74,121.88,103.78,50.60,87.28,1.37,0.92,1.11,1.30,1.41,1.18,0.73,1.29,1.18,1.03,0.55,0.89
117,89.43,43.76,81.87,85.51,70.77,56.23,23.10,88.33,79.34,58.52,13.19,3.50,222.54,121.40,208.14,213.67,177.11,151.03,70.53,217.98,202.56,154.91,42.56,12.00,"10,372.97","6,753.92","10,017.83","10,408.15","9,146.98","8,139.93","4,822.82","10,558.40","9,789.52","8,288.43","3,459.59",400.00,516.56,164.82,478.58,495.26,346.01,200.00,102.45,514.84,445.15,243.52,67.93,5.00,260.43,142.25,241.25,253.91,214.03,185.01,76.17,257.24,237.09,189.33,45.18,4.00,291.58,199.32,283.07,288.66,258.90,235.70,143.58,293.63,274.42,238.35,101.94,20.00,139.64,84.23,131.77,136.95,118.33,100.00,56.25,141.04,130.73,102.50,38.15,4.00,1.37,0.85,1.28,1.33,1.16,1.00,0.60,1.35,1.24,1.04,0.44,0.02
118,82.30,51.24,80.15,65.52,87.07,67.66,24.03,71.75,59.26,51.20,33.31,3.50,203.21,138.62,200.84,176.04,220.27,174.25,71.19,185.25,159.31,137.68,95.74,12.00,"10,069.62","7,548.02","9,737.74","8,816.07","10,321.16","8,946.95","4,920.50","9,371.82","8,325.04","7,506.39","5,752.37",400.00,475.60,185.77,417.61,300.56,518.27,306.52,105.70,388.45,227.40,188.53,132.77,5.00,245.02,165.03,235.28,204.09,252.06,207.33,78.02,221.08,185.95,167.17,109.19,4.00,282.54,223.25,275.40,252.20,288.68,253.54,145.79,262.81,241.90,223.97,170.16,20.00,133.61,93.65,129.84,112.58,138.52,114.66,57.17,121.11,104.19,93.58,70.55,4.00,1.29,0.95,1.24,1.11,1.34,1.12,0.62,1.18,1.03,0.94,0.74,0.02
119,75.03,21.45,59.20,76.46,56.83,47.14,14.79,71.48,3.50,56.26,12.44,52.74,194.23,63.95,158.57,193.90,151.75,130.23,46.75,183.38,12.00,157.66,41.58,144.82,"9,563.16","4,567.18","8,375.72","9,443.98","8,000.00","7,122.73","3,773.60","9,066.32",400.00,"8,048.40","3,290.14","7,670.18",393.77,98.07,235.79,388.30,219.34,175.78,74.14,349.27,5.00,232.11,66.43,191.76,225.43,70.97,194.05,221.96,180.68,152.67,48.98,213.75,4.00,183.65,43.27,173.50,273.76,137.13,243.16,267.31,235.00,211.46,112.69,261.65,20.00,238.44,98.61,228.55,126.32,53.05,105.67,125.21,100.57,89.00,42.60,121.12,4.00,104.03,37.32,96.00,1.20,0.58,1.04,1.21,1.00,0.90,0.47,1.18,0.02,1.00,0.42,0.97
120,72.77,35.08,55.40,68.38,82.35,46.08,14.97,83.78,53.57,50.35,12.62,45.29,181.83,99.68,150.00,175.09,206.15,127.27,47.79,215.71,145.55,133.90,40.84,126.69,"9,297.01","5,989.73","8,071.45","8,845.09","9,991.76","7,161.87","3,725.94","10,296.76","7,941.36","7,406.63","3,201.57","7,051.67",352.86,137.62,212.25,337.86,432.13,172.73,76.51,474.94,197.93,183.58,65.35,170.72,216.70,113.99,180.00,212.89,237.41,151.78,48.49,247.72,175.56,163.68,42.67,148.34,262.54,176.03,235.00,257.05,276.04,210.46,112.35,289.36,232.29,216.46,99.41,208.09,119.24,72.04,100.00,116.08,132.00,88.03,42.16,135.89,98.06,93.05,37.10,86.33,1.17,0.75,1.00,1.13,1.26,0.90,0.47,1.30,0.98,0.94,0.41,0.87
121,79.22,46.74,79.31,68.66,90.99,51.85,37.76,84.04,60.14,49.02,18.54,61.79,200.55,128.99,197.00,176.18,224.57,139.93,104.99,209.83,164.10,135.09,59.36,159.95,"9,703.42","7,132.70","9,616.93","8,977.57","10,638.73","7,601.29","6,338.49","10,318.66","8,458.37","7,390.75","4,298.02","8,406.22",445.57,174.84,420.58,330.30,556.87,189.30,147.70,476.47,270.07,182.09,91.28,273.49,236.08,151.26,234.94,215.04,264.83,167.99,123.95,252.15,195.02,158.91,61.92,194.36,274.82,211.36,276.63,261.14,295.59,224.31,186.10,284.70,244.33,218.09,129.19,246.01,129.80,87.65,125.05,115.72,141.31,93.76,75.62,135.33,108.92,91.41,50.45,108.85,1.26,0.89,1.24,1.17,1.37,0.94,0.78,1.31,1.05,0.93,0.54,1.04
122,74.53,47.54,93.83,88.43,73.45,48.53,25.78,87.10,63.62,50.59,21.70,60.44,194.70,131.54,227.70,218.84,187.66,132.79,75.18,218.26,169.83,137.21,67.19,160.23,"9,535.29","7,220.24","10,707.27","10,511.96","9,353.50","7,226.07","5,053.78","10,392.81","8,617.11","7,557.94","4,726.09","8,230.89",409.04,176.88,564.28,530.13,401.99,177.67,112.98,494.96,302.80,184.81,98.06,241.19,230.89,155.87,267.21,255.35,221.94,157.42,83.40,249.60,203.19,164.45,75.29,188.57,271.81,213.07,300.86,290.51,268.79,211.54,150.49,290.33,249.94,219.78,137.86,242.88,123.78,90.97,146.59,140.92,122.44,89.74,59.48,136.56,111.89,92.60,53.37,106.11,1.20,0.90,1.41,1.34,1.22,0.91,0.64,1.34,1.11,0.94,0.59,1.04
123,58.35,36.78,58.09,61.26,58.58,51.40,26.68,59.84,49.38,40.00,21.35,46.02,156.60,103.51,158.75,157.25,153.68,139.05,76.52,161.37,134.19,112.57,64.19,125.69,"8,251.52","6,175.28","8,234.77","8,296.79","8,100.32","7,579.16","5,053.16","8,419.82","7,463.34","6,440.47","4,533.20","7,039.08",228.05,144.31,243.71,263.59,220.65,190.06,112.36,248.16,181.09,153.42,97.31,172.35,185.91,119.87,190.51,192.38,187.49,167.93,84.99,195.74,159.90,132.61,70.64,146.01,239.09,178.66,241.86,243.91,239.28,224.24,149.15,245.58,216.35,190.51,136.30,204.52,105.79,74.91,104.29,107.54,105.66,95.01,59.56,106.92,91.73,79.59,53.73,87.08,1.04,0.77,1.05,1.05,1.04,0.96,0.63,1.06,0.93,0.80,0.57,0.87
124,64.01,34.13,72.93,75.75,55.68,81.11,20.62,70.79,53.36,27.35,18.19,65.92,168.24,94.51,187.46,189.57,150.32,205.80,66.00,181.87,146.94,79.12,54.14,166.45,"8,700.92","5,833.83","9,379.25","9,424.55","8,175.33","9,942.31","4,610.26","9,109.86","7,851.60","5,184.11","4,260.87","8,719.29",300.65,134.79,379.13,407.96,216.99,437.11,96.00,332.53,194.07,114.18,84.71,289.81,199.63,107.91,225.74,222.66,188.12,235.85,72.10,211.49,173.21,86.85,58.45,199.50,248.81,172.06,267.60,267.99,237.39,276.51,138.29,258.12,231.05,151.97,124.13,251.39,112.31,70.77,123.39,122.26,101.26,128.58,53.55,115.47,97.17,61.17,48.90,110.89,1.10,0.74,1.19,1.20,1.01,1.25,0.58,1.16,0.98,0.64,0.52,1.11
125,66.40,32.60,79.00,73.42,78.98,58.15,28.09,60.90,56.59,32.14,21.32,72.10,176.32,94.42,201.12,181.93,201.51,159.11,79.57,160.08,152.28,90.25,64.68,182.24,"8,855.27","5,653.60","9,721.20","9,272.49","9,891.72","8,153.09","5,153.96","8,490.99","8,000.00","5,661.72","4,591.10","9,192.25",303.35,129.98,437.98,367.30,444.12,219.45,116.01,248.63,210.12,128.80,99.44,348.39,206.22,108.08,239.55,217.32,235.88,184.71,91.07,192.06,184.94,102.55,69.86,215.55,255.98,170.06,276.15,262.13,278.41,239.45,156.62,246.78,235.66,165.01,139.05,260.34,113.05,69.27,130.53,118.65,127.36,101.93,61.48,106.70,102.38,66.47,52.51,120.37,1.14,0.72,1.25,1.16,1.26,1.04,0.65,1.07,1.00,0.70,0.57,1.17
126,63.31,27.99,47.95,52.46,40.99,44.42,19.42,57.23,31.60,17.21,11.59,46.46,164.68,81.15,131.41,143.83,113.00,122.26,59.69,155.02,89.88,53.72,38.33,125.41,"8,551.03","5,178.71","7,206.78","7,644.40","6,491.99","6,968.11","4,399.25","8,064.82","5,620.82","4,231.73","2,983.56","7,132.06",275.47,114.64,178.52,191.98,153.17,169.85,92.22,219.27,130.52,83.34,61.21,173.14,203.45,89.93,154.02,169.51,131.96,144.60,65.18,183.68,106.28,59.57,39.04,150.33,247.04,154.49,213.15,226.25,192.01,205.34,131.84,235.10,168.09,123.77,92.21,207.18,109.32,60.50,89.25,95.06,80.23,85.99,50.81,102.51,67.73,46.66,34.42,87.09,1.09,0.66,0.91,0.96,0.82,0.87,0.55,1.04,0.71,0.52,0.38,0.88
127,53.13,35.62,43.80,54.17,50.37,41.00,11.95,54.35,42.63,22.51,9.85,37.79,142.35,99.55,118.53,147.94,137.32,116.45,38.91,148.38,115.94,68.14,30.64,105.78,"7,723.77","5,926.04","6,753.99","7,841.54","7,560.49","6,544.25","3,106.28","7,937.64","6,727.38","4,744.20","2,538.70","6,192.17",191.01,138.37,165.11,198.42,184.21,158.80,63.11,200.00,161.77,99.37,49.51,146.75,174.18,115.31,140.03,174.94,166.71,134.30,40.41,175.85,138.14,76.25,33.09,123.92,226.79,177.24,200.61,233.46,222.10,195.53,93.01,231.44,198.22,142.63,74.25,184.38,97.50,73.20,83.07,99.35,94.20,80.01,35.10,99.75,82.63,54.56,28.46,75.76,0.97,0.75,0.84,0.99,0.95,0.82,0.40,0.99,0.84,0.59,0.32,0.76
128,72.45,47.19,60.97,62.83,81.95,3.50,15.90,60.57,48.40,45.19,18.15,53.42,181.07,128.93,157.57,163.75,208.66,12.00,52.61,160.04,131.89,123.79,54.28,145.54,"9,123.74","7,168.73","8,225.82","8,697.12","9,964.74",400.00,"4,034.17","8,323.48","7,253.97","7,038.58","4,267.47","7,739.15",344.34,176.07,224.40,280.29,460.02,5.00,84.37,262.65,180.09,169.06,88.70,192.18,216.30,154.94,189.93,199.49,242.68,4.00,57.19,190.27,158.31,147.95,58.36,173.84,261.61,211.12,241.80,247.88,282.89,20.00,121.77,242.68,214.93,205.43,128.03,230.98,120.67,89.36,102.85,111.33,134.50,4.00,45.42,107.08,89.93,86.19,47.90,96.68,1.15,0.89,1.04,1.09,1.29,0.02,0.52,1.06,0.90,0.87,0.54,0.98
129,79.90,44.88,56.92,62.10,60.06,51.33,15.02,73.53,38.20,43.97,15.22,61.59,200.57,124.73,150.51,170.67,160.65,138.91,49.01,186.43,107.58,122.33,48.36,163.93,"9,684.23","6,968.79","8,000.00","8,522.51","8,551.00","7,561.26","3,842.85","9,281.13","6,395.65","6,867.25","3,904.77","8,407.09",430.28,169.02,215.97,288.83,256.79,186.49,78.84,381.94,149.46,168.14,76.19,266.98,239.95,145.74,180.00,199.85,191.94,166.81,51.64,217.56,125.30,143.83,50.10,191.15,279.57,205.59,239.26,250.26,243.00,223.12,118.46,266.51,186.46,202.33,114.22,244.03,131.03,86.18,101.01,109.60,107.46,92.57,44.74,122.06,78.17,84.60,43.77,107.66,1.24,0.87,1.03,1.10,1.08,0.94,0.50,1.17,0.79,0.86,0.48,1.07
130,76.25,36.98,73.90,62.58,3.50,69.01,11.87,75.20,55.40,35.05,18.38,55.29,193.48,103.36,184.31,166.02,12.00,178.04,38.52,195.89,147.35,96.96,57.36,147.19,"9,474.18","6,153.11","9,332.87","8,540.74",400.00,"9,046.68","3,001.60","9,530.86","7,928.41","5,961.69","4,232.04","7,958.30",400.21,143.16,365.05,280.69,5.00,338.23,59.70,386.26,197.10,137.77,86.93,198.49,233.66,121.99,220.35,201.38,4.00,207.96,40.22,224.26,176.47,112.25,59.37,179.71,275.37,183.18,263.57,248.44,20.00,257.56,92.10,270.85,234.15,175.26,128.66,232.08,127.53,74.04,120.89,108.90,4.00,115.37,34.13,123.88,98.15,71.17,48.70,98.79,1.22,0.77,1.17,1.08,0.02,1.15,0.37,1.22,0.99,0.75,0.53,0.99
131,65.46,41.05,53.38,77.64,55.40,53.54,27.01,63.75,45.84,36.98,17.75,49.44,164.31,111.96,144.01,197.71,150.00,143.02,78.63,163.77,127.21,105.33,54.68,135.33,"8,586.36","6,502.10","7,833.54","9,582.35","8,000.00","7,778.87","5,103.60","8,503.67","6,981.26","6,202.38","4,192.47","7,416.06",277.40,155.65,195.60,405.80,197.77,195.08,111.69,284.87,172.44,145.34,87.21,180.19,200.74,133.80,175.22,232.67,180.00,173.03,86.09,196.85,147.54,122.27,57.81,161.23,250.45,190.90,229.31,271.42,235.00,227.97,149.62,247.02,206.06,183.32,125.92,218.12,110.89,79.71,97.65,127.45,99.16,96.36,59.20,107.71,87.29,74.58,48.73,90.91,1.10,0.82,0.98,1.25,0.99,0.97,0.63,1.08,0.88,0.78,0.54,0.92
132,70.49,38.41,73.38,65.91,42.78,3.50,22.58,66.05,63.84,37.32,21.46,65.10,186.74,107.71,188.56,174.68,119.05,12.00,67.66,166.98,171.34,104.80,64.57,171.33,"9,306.34","6,242.92","9,357.93","8,707.58","6,739.77",400.00,"4,709.66","8,607.62","8,628.70","6,214.39","4,508.70","8,928.20",349.99,145.84,351.36,289.03,163.43,5.00,102.03,303.85,299.34,146.62,94.31,324.19,220.68,125.70,217.51,206.36,139.62,4.00,73.60,200.30,198.99,122.08,68.46,203.99,265.57,185.83,262.27,256.07,198.70,20.00,137.84,253.57,251.57,184.73,134.32,254.60,119.53,75.06,120.16,114.48,83.85,4.00,54.93,113.08,110.18,76.20,51.53,112.81,1.16,0.79,1.19,1.11,0.85,0.02,0.58,1.09,1.09,0.78,0.56,1.11
133,48.10,26.99,55.40,58.75,54.19,48.89,13.34,39.98,40.40,31.78,8.49,50.59,134.58,79.98,151.41,155.35,146.43,136.65,44.33,112.23,110.34,90.45,27.55,139.43,"7,253.52","5,183.97","8,126.65","8,263.36","7,956.29","7,436.89","3,436.65","6,406.46","6,509.87","5,612.45","2,262.87","7,463.70",179.24,115.85,217.16,229.90,197.86,182.66,70.41,153.94,152.15,126.19,44.02,187.38,160.45,89.52,185.72,189.06,178.57,159.48,45.61,130.78,130.52,99.74,28.13,166.14,213.98,152.97,239.13,241.32,233.65,218.29,103.15,190.79,191.90,166.61,65.80,220.84,90.02,62.53,102.52,102.17,98.47,92.84,39.92,79.10,79.07,66.90,25.56,93.03,0.91,0.65,1.02,1.01,0.99,0.92,0.44,0.81,0.80,0.69,0.28,0.94
134,55.09,29.69,54.48,34.94,47.69,3.50,13.85,39.40,37.60,28.44,13.08,28.60,149.32,87.71,147.92,99.92,129.52,12.00,43.73,109.09,104.85,83.97,42.38,82.19,"7,973.26","5,409.02","7,807.12","6,058.63","7,181.79",400.00,"3,536.83","6,407.02","6,195.72","5,310.18","3,400.36","5,391.86",196.03,125.63,195.72,139.57,177.40,5.00,71.10,152.05,146.27,119.69,68.72,119.84,180.00,98.80,174.06,114.21,153.33,4.00,46.54,129.13,122.44,96.80,44.32,96.13,232.04,163.30,228.91,176.60,212.71,20.00,107.42,191.21,185.05,159.57,102.75,157.56,100.00,64.12,96.95,73.38,87.96,4.00,38.94,78.72,75.51,64.43,38.60,63.44,0.99,0.69,0.98,0.76,0.90,0.02,0.44,0.81,0.79,0.67,0.43,0.67
135,67.38,44.26,61.18,72.72,78.98,3.50,25.53,61.09,57.13,36.53,24.57,54.13,170.47,120.78,162.74,180.70,200.02,12.00,74.60,164.50,154.02,104.52,72.22,147.98,"8,909.56","6,907.39","8,401.32","9,051.50","9,751.28",400.00,"4,995.13","8,380.35","8,080.34","6,107.35","4,847.90","7,941.63",298.12,166.84,265.92,370.00,407.98,5.00,110.43,254.27,205.42,144.19,106.65,198.85,205.74,141.55,196.09,217.02,230.33,4.00,82.95,190.93,182.97,121.36,81.22,176.63,254.20,201.89,246.96,263.61,271.32,20.00,147.29,246.32,239.15,180.95,146.64,232.40,115.59,83.79,109.64,120.30,125.04,4.00,58.62,108.35,103.82,75.00,57.63,99.16,1.13,0.85,1.07,1.17,1.22,0.02,0.62,1.05,1.03,0.77,0.61,0.99
136,71.04,44.73,68.80,64.86,60.08,47.65,15.50,3.50,55.28,53.61,14.84,44.14,184.41,124.61,174.59,165.71,163.01,130.32,50.00,12.00,149.69,148.49,48.03,122.98,"9,204.96","6,972.22","8,882.64","8,504.33","8,296.16","7,152.97","3,937.17",400.00,"7,871.47","7,863.00","3,905.53","6,895.96",360.58,165.91,319.20,282.63,258.15,174.57,78.03,5.00,198.53,196.91,75.83,164.35,214.69,143.96,212.54,200.91,197.09,153.88,50.90,4.00,179.78,177.97,49.11,144.24,261.07,202.88,259.84,250.55,245.12,212.11,119.28,20.00,231.45,233.27,113.94,203.73,120.25,84.67,115.47,108.29,108.60,89.33,44.31,4.00,99.06,99.01,43.19,84.74,1.17,0.87,1.15,1.08,1.06,0.90,0.49,0.02,0.98,0.98,0.48,0.87
137,68.27,39.56,61.51,75.27,63.84,49.11,15.25,44.87,44.62,29.29,19.79,52.77,172.96,110.45,165.24,192.15,171.65,133.71,48.73,122.24,124.24,84.17,61.81,144.48,"8,961.87","6,450.41","8,473.67","9,516.23","8,793.55","7,336.83","3,979.15","6,890.47","6,999.26","5,289.91","4,488.71","7,778.36",297.11,150.40,275.92,379.67,289.19,180.79,79.90,168.12,170.85,121.57,91.87,194.75,206.09,130.86,196.48,222.69,202.57,159.17,51.38,145.73,148.03,95.83,65.03,171.89,253.03,188.49,243.49,267.49,249.45,214.50,119.11,203.03,204.48,158.21,134.22,228.50,115.30,78.18,107.44,123.13,111.09,90.83,44.38,84.23,85.86,63.35,51.69,97.66,1.13,0.81,1.06,1.21,1.09,0.91,0.49,0.86,0.87,0.67,0.56,0.98
138,62.54,44.92,58.28,62.50,58.78,65.35,23.16,56.77,62.61,41.11,13.81,48.44,164.23,122.96,156.23,165.22,155.51,167.50,70.61,155.71,164.79,115.60,45.49,130.33,"8,604.66","6,965.03","8,229.40","8,652.18","8,292.21","8,605.99","4,743.81","8,164.51","8,405.04","6,560.01","3,588.20","7,224.56",253.07,165.83,250.69,288.69,226.36,282.85,102.94,216.81,266.55,157.97,73.31,178.10,195.28,143.67,186.20,198.23,187.85,196.63,77.11,186.37,194.47,134.38,47.28,156.61,246.57,202.28,243.44,251.54,241.97,247.47,141.07,240.49,245.23,193.93,109.76,214.12,110.17,85.27,104.79,110.09,103.16,110.49,55.10,104.70,108.68,81.52,40.46,89.76,1.09,0.86,1.04,1.08,1.02,1.08,0.61,1.03,1.05,0.82,0.45,0.91
139,67.03,45.41,48.46,64.11,72.51,44.40,22.99,71.95,47.28,34.81,14.29,65.63,175.64,125.85,132.98,171.91,185.14,122.75,69.85,186.80,131.78,96.29,45.63,174.52,"8,960.84","6,938.40","7,361.92","8,803.05","9,376.33","6,901.69","4,801.34","9,269.63","7,260.44","5,922.95","3,647.50","8,797.90",307.58,168.74,182.50,304.72,381.90,165.35,105.25,360.90,179.23,136.91,73.05,309.06,211.05,148.24,161.96,200.81,220.86,146.95,77.00,215.70,153.62,115.42,47.69,205.53,254.84,204.90,218.31,249.48,262.06,203.92,144.59,262.35,211.76,173.30,112.48,254.95,115.92,85.75,91.31,110.16,121.21,84.39,55.20,118.15,90.46,70.56,41.84,112.71,1.12,0.88,0.93,1.12,1.19,0.87,0.61,1.16,0.90,0.74,0.46,1.12
140,49.07,30.38,49.98,49.14,58.39,39.86,14.56,27.08,38.41,25.49,8.89,34.00,135.48,87.21,134.49,132.47,158.24,108.07,47.10,79.55,107.29,77.43,28.90,95.50,"7,465.63","5,382.63","7,462.22","7,391.15","8,146.25","6,429.12","3,796.46","5,267.08","6,261.48","5,073.59","2,389.23","5,850.24",181.97,125.02,182.41,177.61,238.89,150.11,75.83,115.09,148.26,112.38,46.72,137.07,162.82,100.37,162.35,157.21,186.92,129.06,49.19,91.61,126.42,85.95,30.88,111.61,216.27,160.61,217.81,217.19,240.12,190.27,113.55,153.88,185.18,149.64,68.61,174.83,92.06,65.32,92.67,91.20,103.61,77.71,42.34,62.35,77.47,60.69,26.43,69.91,0.92,0.69,0.93,0.91,1.03,0.80,0.47,0.65,0.79,0.63,0.29,0.73
141,3.50,36.62,46.22,45.56,49.47,40.47,11.17,68.11,37.71,31.44,10.84,42.67,12.00,100.06,127.22,126.06,133.17,113.61,35.42,179.57,106.40,89.94,35.25,117.04,400.00,"6,071.88","7,049.28","6,961.66","7,328.27","6,437.36","2,879.81","8,967.93","6,277.24","5,611.01","2,775.89","6,582.76",5.00,140.25,170.81,171.12,180.91,155.11,56.05,334.11,148.78,125.88,57.98,161.05,4.00,118.24,147.58,148.72,160.94,132.77,36.63,209.54,123.98,101.43,37.17,135.34,20.00,180.90,208.90,209.19,214.70,192.64,84.74,257.35,184.75,166.79,85.56,194.91,4.00,72.90,85.91,86.63,90.62,79.48,31.40,115.36,75.24,66.83,32.48,80.53,0.02,0.76,0.88,0.89,0.93,0.82,0.36,1.16,0.78,0.69,0.35,0.83
142,73.67,52.82,55.14,64.74,70.53,56.98,22.54,51.44,57.78,34.39,17.62,63.59,188.21,141.78,148.24,172.51,181.29,150.37,67.21,139.05,151.47,95.02,53.24,169.86,"9,374.14","7,736.00","7,873.21","8,754.04","9,027.18","8,000.53","4,613.58","7,503.96","8,145.91","5,808.58","4,193.87","8,701.04",371.21,191.05,199.78,314.56,337.58,207.53,98.93,187.91,215.44,134.41,84.29,288.31,216.52,167.50,177.18,199.92,218.92,180.00,74.54,164.03,181.12,113.02,57.92,198.12,263.44,225.96,234.32,253.70,259.73,235.00,140.49,221.63,236.82,174.00,123.08,252.87,121.55,95.55,99.03,111.94,120.16,101.16,53.07,92.98,101.65,70.00,47.13,111.11,1.17,0.97,0.99,1.12,1.15,1.00,0.59,0.95,1.00,0.73,0.52,1.08
143,62.30,45.57,44.72,62.21,67.80,61.54,28.19,60.05,48.84,36.70,25.29,44.59,167.15,122.92,122.94,158.25,174.17,159.86,82.13,158.74,135.62,104.88,78.07,122.87,"8,536.04","6,936.36","6,900.35","8,421.42","8,897.90","8,462.11","5,179.11","8,407.28","7,411.21","6,187.38","5,102.55","6,935.04",248.97,169.99,168.15,265.01,317.27,249.23,118.01,227.89,180.33,142.87,109.98,165.62,195.82,149.21,146.32,194.29,207.46,196.02,93.31,189.48,160.32,122.78,85.05,143.30,245.98,205.90,206.49,242.69,251.52,248.31,155.00,242.21,217.75,181.81,150.40,205.44,109.11,85.97,84.79,106.18,113.83,107.84,62.05,103.58,91.18,73.76,60.06,84.58,1.05,0.87,0.87,1.05,1.10,1.05,0.65,1.06,0.92,0.77,0.64,0.87
144,74.55,32.19,69.49,57.84,59.03,54.93,26.14,69.15,52.64,49.27,19.04,52.10,190.75,90.38,179.51,154.90,160.59,150.00,76.49,183.46,143.70,132.60,56.09,140.03,"9,351.72","5,696.51","9,035.50","8,193.84","8,391.97","7,965.01","5,006.25","9,129.34","7,692.71","7,362.73","4,294.97","7,695.72",394.46,128.73,314.53,230.15,255.13,199.42,112.57,330.25,190.59,180.40,89.77,189.48,223.40,102.67,212.64,187.62,190.76,178.06,83.39,213.85,169.79,157.70,61.27,170.64,265.37,167.46,257.15,238.57,245.04,233.66,148.26,258.43,228.31,216.53,130.60,225.04,124.05,66.93,116.56,105.47,107.61,99.17,59.74,118.48,96.16,90.49,48.94,96.10,1.21,0.70,1.12,1.04,1.05,0.99,0.62,1.16,0.97,0.91,0.53,0.95
145,69.03,43.40,66.40,70.47,70.12,56.95,16.98,50.25,43.64,35.25,13.13,35.58,178.31,122.05,169.48,181.02,175.14,154.96,54.51,139.81,118.03,99.58,42.91,100.12,"9,014.54","6,794.61","8,687.54","9,028.70","9,077.77","8,220.78","4,124.41","7,596.51","6,718.32","5,924.41","3,426.54","6,118.22",334.89,162.69,312.43,327.77,335.77,222.25,85.92,187.36,164.45,137.68,68.86,141.64,210.21,140.82,206.07,210.10,208.55,188.09,57.71,163.02,143.00,116.10,45.02,118.08,262.11,200.03,254.54,261.20,256.09,239.70,125.83,219.83,199.93,175.87,101.95,178.78,118.71,83.65,111.89,117.87,116.16,101.93,46.78,93.42,83.06,71.23,38.51,74.29,1.15,0.85,1.13,1.13,1.12,1.01,0.53,0.95,0.84,0.75,0.42,0.77
146,54.15,46.24,58.48,69.02,57.44,49.33,27.70,59.91,41.41,42.90,14.34,40.53,146.50,126.99,163.42,179.27,157.99,133.62,81.67,157.92,113.76,119.95,47.14,114.41,"7,899.66","7,026.92","8,390.68","9,182.07","8,088.50","7,446.95","5,303.68","8,201.16","6,613.42","6,715.98","3,805.79","6,647.17",196.00,170.14,242.17,340.28,216.92,180.88,115.90,236.35,158.10,162.45,74.35,156.27,175.93,150.25,187.66,212.26,182.86,159.17,92.69,184.82,136.72,138.72,48.08,132.56,233.19,207.52,241.66,261.91,239.29,219.37,153.88,239.89,196.53,196.76,111.26,194.46,98.31,86.57,106.27,116.28,103.30,90.99,61.21,103.24,81.68,83.05,42.73,80.56,0.99,0.89,1.05,1.16,1.03,0.92,0.66,1.02,0.83,0.85,0.47,0.82
